Page Visits	Submissions	Comments Received	Comments Given	Journals	Favs
4	0	0	0	0	0
367	0	60	0	0	0
105	0	7	0	0	0
2748	62	991	1010	27	160
25741	112	2017	1605	37	4053
1772	4	160	233	8	21
2490	0	67	2	1	0
1114	26	240	306	2	126
19	0	1	1	0	0
1555	161	164	204	2	548
1158	38	92	161	0	111
540	0	69	6	0	0
1193	20	68	25	0	408
159	0	19	12	3	0
5373	148	751	418	69	495
53604	151	2137	1003	6	8087
1060	17	291	304	21	27
2860	172	798	727	25	1393
84	0	7	0	0	0
170	1	18	20	0	4
7089	259	550	30	9	4074
148	0	15	4	0	0
2719	39	256	355	1	76
951	4	216	65	2	2
467	6	113	61	1	7
552	5	52	107	3	9
184	0	16	6	1	0
294	0	52	0	0	0
1396	0	161	137	0	8
2950	0	387	466	0	439
1663	0	19	17	0	0
6380	42	705	585	32	1188
34565	249	2670	2957	70	6709
274	0	92	0	0	0
7692	4	443	288	19	388
7554	248	2136	2400	14	1283
70	0	6	0	0	0
2580	185	713	780	21	398
109	0	17	2	0	0
6361	30	1900	4335	25	159
15669	58	2436	1624	16	3030
662	201	65	146	1	205
1150	21	156	94	7	31
9504	16	1015	984	0	696
6651	12	1120	2363	0	45
3668	12	561	435	18	593
2063	4	550	702	0	11
923	0	129	132	0	0
173	0	41	0	0	0
17154	49	1241	1317	20	989
7890	2	339	1036	31	203
1391	16	243	281	10	60
12482	45	366	238	1	1059
423	0	64	103	1	0
121	0	27	0	0	0
6159	33	299	400	1	639
940	22	157	254	3	60
891	0	257	184	0	0
340	0	11	3	0	0
259	0	30	22	0	0
679	0	124	10	0	0
89	1	7	1	0	0
383	0	73	6	0	0
1408	5	567	857	10	9
1357	0	405	21	0	0
754	26	142	231	0	2
486	6	42	4	0	34
23126	40	768	1076	0	1568
3445	203	1240	1320	4	1467
91	0	12	1	0	0
16037	128	2620	4272	1	4261
8489	630	1861	2397	163	2894
284	48	61	31	1	12
16546	210	7091	5288	113	2698
250	19	174	160	3	54
1233	47	202	245	8	161
1242	99	368	314	8	289
14419	204	3011	3804	81	2431
2855	36	539	629	22	195
3996	181	1412	1999	34	157	
4772	115	1407	2280	174	559
121	3	23	22	3	6
14362	573	6834	7114	1	8502
39	0	4	3	0	0
831	28	114	131	4	176
92	5	21	18	0	18
1450	0	214	51	0	0
22981	128	4303	3638	204	11061
459	16	110	133	10	7
14654	65	1440	1324	44	1524
7175	54	1593	1767	17	1528
20411	77	1766	1604	8	2476
319	0	50	30	3	0
15830	63	6713	3314	447	2378
16	0	0	1	0	0
35403	39	771	176	18	7630
2622	123	84	337	0	195
13	0	2	1	0	0
20	0	1	1	0	0
708	2	133	36	2	4
5386	104	1167	2067	0	1076
81	0	0	3	1	0
7886	97	2652	3886	26	186
2720	16	717	1007	50	23
16722	172	1007	513	15	14020
29190	264	6084	4146	2	6317
110	0	13	9	0	0
383	0	17	0	0	0
6904	231	2938	3440	321	1899
4077	490	1441	1326	276	611
4872	15	1058	1281	10	581
21407	481	1685	1140	80	13388
18619	779	3060	940	99	17903
20289	61	481	521	22	3787
149	0	22	2	0	0
630	0	126	238	0	0
100	0	16	26	0	0
2040	3	650	951	2	11
16	0	2	0	0	0
2294	83	479	516	1	235
14	0	1	0	0	0
2466	113	607	439	1	191
3759	80	516	461	32	269
713	23	135	77	0	25
2124	44	1028	1120	241	41
41	0	0	0	0	0
294	0	29	26	0	0
26904	62	1963	1900	11	6387
6341	67	1867	1741	21	1283
9076	72	333	326	0	1610
20	0	0	0	0	0
13705	0	6859	10040	1	229
473	0	106	112	8	0
9378	23	341	53	1	2291
4859	13	157	108	0	909
146	0	9	1	0	0
1043	29	111	43	0	112
2998	180	995	1257	16	712
7	0	0	0	0	0
1628	65	247	316	5	473
4439	16	519	539	11	59
3926	22	575	939	56	64
270	1	16	18	1	2
92057	822	23507	21733	168	63315
1873	0	537	11	0	0
29094	126	6106	6873	294	2684
248696	1173	20078	8618	510	150098
1453	60	138	350	0	437
3037	128	318	316	12	270
1696	1	283	112	0	2
72416	186	1374	443	86	12003
3242	35	1298	2133	30	136
2640	35	588	970	0	173
4042	31	746	709	1	110
575	6	149	192	1	9
15503	83	891	524	4	2686
271	0	20	8	0	0
1947	19	164	300	1	95
195	18	62	100	6	125
17593	394	4438	7825	239	5336
17432	146	1142	232	21	13738
27551	1	9920	26908	0	425
20329	490	10308	11347	85	10122
14304	949	5922	5883	29	2335
328	0	58	0	0	0
7603	89	1468	1656	15	2232
7788	27	345	44	8	553
3401	164	1899	1430	377	641
645	0	49	60	2	0
1126	13	113	129	0	134
27153	24	7560	6924	2	2005
8147	454	1040	1236	23	10188
17130	32	730	2386	16	2897
45799	444	4557	1122	72	44608
18991	1044	7312	7366	304	7838
1864	67	755	1293	96	121
1724	14	792	1078	35	82
9406	283	10801	12486	84	2939
1562	10	102	113	1	111
234	0	59	7	0	0
3344	0	1068	905	44	368
4793	19	1828	5484	8	26
19082	210	6367	6274	1	5211
7256	128	1250	1281	58	1715
2619	0	942	954	0	454
2123	0	558	69	0	0
56051	276	9235	16483	118	9572
1201	210	227	260	0	486
96622	569	11956	5087	265	30567
14554	366	4027	3552	288	2590
3920	6	168	48	0	532
3597	60	635	1070	15	843
35480	146	17574	18188	3	8093
14284	159	2296	2221	0	2456
344	1	67	265	2	5
784	0	115	90	0	0
5004	56	878	764	13	628
35207	3092	27148	29350	919	19107
90553	363	4842	3498	15	12389
6	1	0	0	0	0
7690	68	1039	1309	75	652
4518	45	915	1525	1	193
5819	57	392	309	0	2358
64535	457	6966	2758	6	57718
9485	49	2132	2779	1	912
250	2	29	60	0	8
26918	218	2039	1648	1	10812
116	0	6	1	0	0
115	0	4	0	0	0
60281	123	6445	5726	0	24645
1107	102	352	545	44	667
19488	45	2040	1975	24	1907
21293	50	1474	681	1	12776
487	1	104	20	0	0
53	0	23	60	0	0
566	20	38	48	1	47
9415	29	356	314	3	1648
19989	287	3327	4955	120	3947
557	27	274	327	0	126
1217	16	57	62	0	214
4465	26	264	222	12	338
8668	211	2425	3012	42	2135
3765	9	946	1103	39	56
1762	180	216	143	9	387
3484	0	474	408	0	196
949	23	183	203	9	33
23584	116	5574	11796	90	4390
14824	84	1034	897	12	1769
252	8	43	59	2	14
229	0	19	2	0	0
5970	29	908	584	21	172
9666	1	4405	4208	0	533
18734	945	10514	9933	163	15066
97549	413	12022	6860	425	35084
22	0	2	0	0	0
768	15	187	320	5	25
5349	6	307	366	1	231
3625	54	177	86	3	1193
1225	18	181	241	35	50
189	0	25	25	0	0
960	121	104	38	1	623	
2667	25	314	275	0	62
97	0	9	9	0	0
728	0	124	213	9	16
12739	212	2144	2052	36	3015
392	3	60	15	7	1
13998	78	602	271	3	8240
7014	56	1140	2633	7	306
4101	94	743	1041	52	248
318	2	93	100	1	1
1213	1	128	183	8	3
5093	68	1532	2588	51	998
12579	424	3325	3681	61	3192
597	2	96	82	3	2
16719	116	2440	1542	8	8463
666	0	100	89	0	0
25063	217	2461	199	66	22903
1165	13	91	125	7	21
3435	208	341	559	8	655	
4903	33	845	1777	15	313
3729	34	247	162	0	540
18412	132	1438	870	53	2119
2102	0	586	165	7	0
224521	692	30881	19356	89	172753
4129	59	2217	3071	112	70
52	2	3	4	0	15
1376	0	372	407	0	46
79566	338	5357	4291	81	19230
3279	14	564	541	31	61
815	4	150	161	0	2
2174	8	306	294	0	11
1385	39	352	849	1	89
62	0	17	39	1	0
8770	165	2520	3683	56	464
463	6	42	54	0	35
75	1	3	0	0	1
816	0	146	149	1	127
297	0	9	17	0	0
52589	269	9015	8496	365	4349
6482	18	849	542	0	148
375	1	9	2	0	24
7840	17	1726	1730	12	419
4248	7	1372	1659	0	137
19933	128	5845	13866	77	1893
12424	81	1054	1686	1	2565
1829	42	124	120	8	666
19914	56	1702	1733	25	3717
29	0	1	2	0	1
881	24	144	184	12	74
752	7	81	60	0	151
2990	54	1202	1822	29	152
7212	183	1854	2023	240	186
5771	45	1682	1950	36	1247
90	0	30	0	0	0
52313	268	19223	28078	144	13294
598	27	201	156	3	137
7231	25	1012	1309	6	441
1719	24	101	138	2	31
895	1	18	56	0	0
464	0	61	0	0	0
4157	84	1297	1414	3	1285	
1255	5	110	131	2	33
64	4	11	2	0	21
21	0	0	0	0	0
1733	43	260	342	7	318
64	0	1	4	0	0
3778	160	1036	1322	28	306
286	25	57	84	1	68
4059	20	373	530	47	26
848	21	196	169	4	19
21095	67	921	1147	6	7968
1750	10	194	161	2	58
4280	13	250	345	22	550
4757	1	468	824	3	9
594	7	154	213	0	2
12422	34	1034	897	19	1223
2175	62	1026	2184	1	210
7955	121	1826	1868	53	724
45	0	3	0	0	0
3293	196	438	320	15	801
402	30	54	56	8	11
74268	33	4057	3274	0	6295
387	15	43	42	2	84
1141	0	114	19	0	0
292	2	29	50	0	7
15050	72	1197	1627	18	3153
2217	3	441	369	1	18
1828	1	135	154	0	13
191	0	0	0	0	0
8948	280	2377	2115	161	1773	
9917	114	3791	6345	54	426
8884	17	1815	2530	2	202
226	3	52	71	2	10
45	0	0	0	0	0
53123	65	2467	2420	54	1385
45	1	7	13	0	0
1212	12	100	91	1	96
165	0	16	7	0	0
9422	124	1236	849	53	3553
9521	276	3911	4003	110	2073
102450	0	4473	1655	0	36575
1246	9	321	526	4	8
582	0	172	69	0	0
21408	280	5579	9538	71	2096
4288	58	949	1252	24	403
10942	41	2580	4086	113	486
933	12	100	30	9	163
1460	21	139	140	0	90
533	52	87	78	7	74	
12372	2	924	1127	94	42
14116	190	1658	1414	53	2367
11652	32	159	197	4	185
71038	0	4589	2463	0	12457
36738	70	2969	3178	36	1891
1326	3	228	369	0	11
4474	103	1127	692	26	334
14461	205	1110	709	9	4557
1141	102	150	177	6	227
134268	432	2935	1251	33	40253
3840	22	156	91	4	1460
23049	119	1641	1633	93	6774
10809	85	1301	1036	3	4318
15441	577	5235	6566	227	4038
10653	164	1247	2004	55	1897
208	1	33	16	1	0
478	40	89	78	0	180	
2008	6	59	37	0	71
8089	359	1297	830	11	3841
9666	60	1028	683	23	3988
26045	45	519	322	6	3238
2563	145	1395	1733	29	261
50325	39	4802	7421	21	5304
331	0	64	55	0	0
42551	93	4246	2964	261	8309
199	0	20	7	0	0
80463	110	5487	6266	166	14019
1014	41	436	718	6	14
2362	11	82	22	0	174
8442	168	238	92	15	1899
20343	0	960	70	1	7985
3265	168	612	1007	30	510
122556	627	19236	10887	724	24466
1080	0	17	15	0	0
14972	174	1603	3064	79	1612
22229	1884	13501	11439	927	18362
4337	328	1174	1241	0	1151
7544	0	917	257	1	8799
10016	19	3137	8172	115	28
9186	87	2857	3316	20	2670
1204	19	232	129	0	14
14551	158	4599	7169	269	1573
2792	775	191	226	1	1899
30416	214	5772	4723	81	13249
2644	126	940	1357	27	272
21246	341	10052	11347	0	1615
66617	56	2167	2105	25	6215
36766	409	7618	7915	88	14988
3673	50	457	786	81	60
20942	169	1470	1850	5	4261
523075	1552	46643	21400	335	458835
5532	29	1352	1323	46	197
13336	383	4673	7166	210	986	
6657	174	1268	1035	83	1107
256675	157	9769	4844	135	27873
71172	543	4266	1987	141	30706
722	10	247	237	0	102
2162	149	688	913	51	423
37564	328	2491	2212	39	17405
31	0	10	16	0	0
2746	82	508	565	3	110
1139	27	93	69	0	234
22134	137	1454	1982	35	1891
21	0	0	0	0	0
10366	41	745	727	7	1170
291	1	25	1	0	2
165	3	54	32	0	1
10680	68	3793	4071	175	2193
3878	18	61	44	2	366
50040	1009	16416	8314	713	39825	
35708	422	3003	2083	9	14235
10151	48	2996	4914	7	3272
3704	87	1243	1576	34	422
1046	19	215	253	26	19
311	0	52	4	0	0
2297	0	633	556	1	78
387	0	93	45	0	0
1978	31	495	298	2	67
125	12	16	18	1	21
2256	36	511	727	7	300
269	0	31	16	0	0
8305	279	3016	2755	276	804
128	0	13	15	0	0
968	11	205	156	21	22
9564	190	971	812	75	4592
2334	30	361	446	5	282
9946	188	1866	2889	114	1906		
2825	34	2046	4906	77	114
551	0	126	207	2	0
154	0	22	1	0	0
2318	1	259	182	0	154
14499	85	940	759	19	4354
41143	184	2471	753	6	18778
515	32	78	96	0	60
653	0	116	41	0	0
69594	122	5671	5228	158	8337
14430	150	978	326	47	6328
10415	143	1767	3083	22	4231
17910	407	2725	3837	90	14875
244	33	54	79	5	8
723	44	126	141	0	43
1568	29	222	72	1	55
22737	0	3175	1670	109	8586
25112	235	3604	1843	97	6170
29904	124	18670	18134	197	5437
1482	11	263	149	3	2
109174	513	31550	13877	1	63247
4489	88	337	280	16	1031
1356	152	1392	1376	40	453
3345	115	500	560	3	805
774	102	85	109	14	26
12325	268	2609	2293	54	2363
391	1	30	49	1	2
59166	235	12063	6527	17	29499
16364	131	2331	1515	45	4762
69	14	9	7	6	3
24492	109	2649	2458	28	7054
53	0	5	2	0	0
35197	35	2978	1077	8	5641
910	1	80	92	0	2
11576	143	1770	1674	34	2718
1157	4	372	181	11	6
12268	35	2197	2824	43	317
746	2	27	26	2	5
1545	8	335	492	7	50
2956	22	815	991	0	167
3917	15	366	499	2	68
420	0	74	12	0	0
1896	35	76	46	1	1071
79416	1185	8356	5789	107	31709
30445	124	3289	4126	160	2265
361	43	28	16	6	156
94	0	3	0	0	0
5201	35	1497	2735	137	82
2305	206	128	38	1	1328
3232	2	360	406	0	163
20932	160	1203	4057	2	8116
5558	15	864	1218	2	205
8373	328	2931	2254	6	2210
834	16	71	51	1	288
5653	67	976	1087	8	383
434	42	97	134	15	52
948	0	9	42	8	0
2837	1	1041	1255	2	349		
847	7	351	848	0	14
166	0	4	8	0	0
2636	57	222	289	8	57
113	0	9	2	0	0
160	0	9	5	0	0
167	0	2	0	0	0
129	6	15	7	0	3
550	0	18	2	0	0
58582	73	10464	6557	312	8315
5866	124	2605	3150	20	796
1865	197	713	950	82	332
1287	73	111	59	17	313
2764	7	107	166	0	19
2742	59	707	808	23	87
5424	11	1194	2688	94	153
3155	53	377	528	1	565
1416	49	118	97	7	479
1659	19	256	258	5	181
99909	422	7490	8275	114	60413
3548	0	1036	1	0	0
66540	0	11524	4920	1	34404
4819	219	1553	1958	24	802
64129	142	3966	528	4	22997
3995	193	842	716	23	610
6148	37	676	526	3	422
1532	6	380	404	0	131
27831	293	1534	759	13	15785
12709	253	1902	2205	8	4002
4312	75	1515	1550	71	369
107726	482	6252	1933	38	52123
26979	191	5686	6355	317	4483
1130	29	85	132	2	48		
384	7	96	63	5	35
29649	101	902	275	11	9298
7920	144	2443	1957	116	913
4494	291	1650	1064	19	495
1984	32	250	230	5	157
11862	67	1047	961	1	2537
21502	264	1827	1113	2	5723
174	0	35	0	0	0
468	28	28	3	0	61
911	34	105	227	6	290
5537	32	408	475	21	651
24654	353	5946	5869	494	3500
9462	1	931	990	1	72
17273	160	2560	1723	153	6748
4897	14	1629	1348	1	68
306	0	99	45	0	0
152	0	6	0	0	0
320256	350	10414	6640	63	47650
8507	52	1417	1596	2	728
677	3	128	160	1	27
79	0	3	9	0	5
19640	0	6097	8679	2	3248
862	7	44	13	1	128
50507	350	17285	29011	644	3588
19201	107	1341	1112	33	4564
8403	42	740	852	58	469
3911	96	398	192	9	1944
8149	180	3768	5337	71	724
921	32	152	299	0	153
140	0	12	18	2	0
11273	178	3846	7793	389	440
125	0	23	2	0	0
3628	214	2135	2641	21	987
200	0	20	0	0	0
927	0	233	6	0	0
2140	86	621	1039	0	208
8331	14	1374	1784	0	315
8004	169	4064	5961	298	679
2028	124	382	618	16	1280
14460	26	1423	1360	3	5063
2123	145	920	838	86	375
15916	522	6690	6752	90	7000
3040	4	858	35	0	41
156256	1028	13620	10917	126	42108
7411	20	396	121	1	1141
41	0	5	2	0	0
942	0	172	159	1	15
12944	218	3043	1699	6	1612
17307	27	4398	5043	2	1415
162578	89	6019	1962	1	41531
847	104	235	240	11	155
143	0	16	0	0	0
9527	56	3691	3680	24	529
298	4	89	205	4	2
39692	397	1780	789	25	21756
52124	168	8355	8527	162	7947
1381	46	202	282	3	472
23360	237	2528	2607	32	8029
35612	327	6309	5423	261	10801
1666	10	294	223	1	119
61216	1	1778	3829	0	18009
5951	0	885	857	106	0
13188	88	1907	4845	7	2403
8090	81	995	1634	10	2371
4346	106	427	629	36	964
3920	271	869	1205	217	489
4113	178	547	585	33	1351
8252	36	303	65	6	3091
1796	43	700	942	6	166
884	101	248	306	6	150
441	3	75	76	0	6
4545	8	687	544	5	54
2306	281	879	895	157	592		
563	3	155	111	0	5
237	4	68	45	9	7
2120	19	586	1092	27	43
7893	321	2501	2362	105	1416
287	1	77	5	0	5
3922	25	658	587	15	1480
293	0	61	11	0	0
16590	138	1092	1186	11	4985
25516	267	1289	1141	29	6380
610	10	15	7	0	3
1234	44	421	355	12	112
227	0	18	3	0	5
46375	101	7176	9419	15	18637
125362	105	5459	846	54	32686
23015	385	1274	674	25	10811
4582	64	2924	4871	261	238
5990	36	598	291	0	876
1923	33	408	495	13	196
273	38	66	58	2	67
3106	23	209	287	12	879
807	0	2	1	0	0
169519	45	2551	667	17	4296
85	0	10	2	0	0
1338	23	203	181	4	51
7547	65	1809	2007	0	250
1547	30	176	155	5	168
20257	17	197	204	0	1097
492	59	84	47	2	40
984	1	128	83	0	22
11689	124	2271	1933	177	709
167	4	25	30	1	0
1742	4	257	59	0	58
91270	1435	11925	8567	147	80193
4242	8	595	662	1	180
1168	34	330	404	0	413
672	21	162	223	5	144
6200	0	761	810	1	514
14	0	0	0	0	0
6891	70	872	639	18	394
39269	158	3095	2379	1	2311
15523	201	2455	5647	173	4153
996	6	220	220	2	12
7346	44	479	21	26	206
751	42	46	7	0	634
8	0	2	0	0	0
45478	499	3783	1992	45	17441
14605	320	957	1430	19	3186
11480	66	1814	1578	14	3449
2313	7	70	76	0	48
655	118	268	513	9	134
1088	26	400	705	0	194
1321	41	246	232	5	87
694	7	106	179	11	28
195	5	36	34	1	26
235	4	35	33	4	0
296	0	44	36	0	0
1075	18	73	92	5	363
8325	130	8537	15950	339	1788
5619	310	5188	5131	3	965
165	0	14	2	0	0
15883	51	484	356	1	1786
2539	47	1165	1112	10	525
148	0	24	4	0	0
4666	4	346	506	0	68
3350	72	644	548	11	747
107	0	26	15	0	0
242	2	14	2	0	9
41	0	9	5	0	0
2424	58	442	588	27	101
123	10	9	0	0	18
27747	42	1777	2617	18	3819
7475	120	1937	2530	82	516
89	2	5	2	0	2
8283	488	1235	514	51	4391
1009	73	104	68	3	189		
44	0	3	1	0	0
117389	864	16807	13303	0	41902
3096	13	2398	1892	44	463
24078	201	1745	898	20	8675
1190	13	32	10	0	316
3189	0	209	208	0	0
100	0	9	6	0	0
58302	406	5516	3966	37	30926
82278	76	7049	6558	13	26374
2036	46	898	1834	18	87
637	0	76	18	8	1
5107	65	1811	3040	176	727
9074	73	898	1870	6	410
15708	145	1072	641	10	10587
49	0	1	0	0	0
156	1	22	1	0	0
358	11	97	94	9	18
2716	95	1264	1115	200	187
27350	512	4156	4616	61	24238
6800	276	3377	3324	232	579
19582	136	1215	2070	74	476
2737	9	546	536	4	34
16410	147	1373	1346	13	7025
315	30	44	52	2	28
687	0	154	394	2	0
16370	18	725	688	29	1720
1706	12	29	9	7	52
6531	92	1296	416	9	672
7171	2	1413	2013	95	666
3793	0	702	819	0	285
4445	187	740	802	13	1171
20144	468	5530	9482	189	4858
10664	57	869	625	87	675
3430	63	372	356	3	464
21130	52	471	550	37	1750
1262	18	110	128	4	174
14996	236	1169	1270	9	6197
595	0	98	52	0	0
11985	50	1041	855	10	4523
4133	0	824	1051	0	0
68	2	4	5	0	3
6196	63	1579	2149	107	200
125	0	17	13	0	0
14650	113	2568	2112	235	1245
253	2	52	22	2	2
168	0	34	4	0	0
143	4	13	8	0	3
3963	49	2243	2943	15	37
2181	33	509	784	40	129
2387	25	348	473	3	98
3958	0	669	627	0	0
12586	9	2057	1918	0	1641
35917	83	5041	6042	57	7681
4747	129	639	257	5	2334
379	8	38	34	2	40
2202	40	195	140	5	334
17	0	1	0	0	0
27	0	1	0	0	0
52456	1271	18414	6319	2	32983
3484	207	876	860	0	809
2515	80	298	265	0	681
3345	0	1486	2113	0	60
1766	19	396	573	5	73
9982	44	947	595	8	1697
1307	20	516	646	35	46
21932	0	4452	7441	0	348
3306	72	341	297	11	569
2428	45	191	166	1	689
14763	301	4203	3450	49	5494
146	0	25	8	0	0
4327	565	1594	1469	11	2845
902	0	84	83	2	0
14	0	0	2	0	0
144	0	17	28	0	0
898	0	485	573	2	0
3522	1	734	169	0	1
43464	174	5717	4884	87	27508
84460	443	10277	7425	370	21965
52691	47	1081	26	18	1556
2975	43	1645	2414	0	99
215	0	21	0	0	0
16	0	0	0	0	0
9468	212	6850	8567	86	849
35422	309	2639	1083	95	16824
24165	226	1318	891	7	16519
13448	619	3698	4155	252	4707
160	0	33	1	0	0
14263	38	1380	1175	13	1956
126	0	41	76	1	0
45468	908	24441	36043	166	15694
20598	170	11067	13239	49	10338		
704	0	170	18	0	0
11719	168	2613	3220	94	1889
211	2	27	40	0	2
10864	160	1174	2201	56	2644
6010	10	531	621	0	164
112	0	13	13	0	0
3991	57	1906	2276	36	313
648	0	22	12	0	0
505	0	85	46	1	0
1512	37	306	216	0	21
479739	453	19376	7613	209	159530
1633	50	304	550	0	233
2408	164	939	1136	10	699
10851	256	4304	15759	49	976
69	0	28	69	2	1
391	0	76	25	1	0
12193	157	1556	2295	103	3900
337	0	86	0	0	0
6256	24	630	719	6	481
1683	21	382	793	9	225
1181	33	396	266	4	100		
2436	0	169	126	0	0
1015	5	47	31	3	30
2783	5	541	1236	19	12
9265	142	982	197	1	2310
1214	20	205	360	26	46
1279	19	175	157	14	63
147	3	111	235	3	0
21	0	3	0	0	0
32807	243	5694	3796	79	13563
39	0	5	2	0	0
983	0	110	73	2	0
457	1	89	102	0	0
238	7	11	16	1	16
359	0	69	3	2	0
1660	47	241	81	0	1264
36	2	4	3	0	3
2525	5	272	231	3	101
929	31	21	2	0	430
14667	266	3449	2141	308	6795
7455	0	2030	6830	57	0
6647	114	629	536	58	1469
467609	649	42849	11360	418	126486
252	1	46	56	0	1
231	0	8	0	0	0
12433	128	2234	2674	44	2934
2583	39	364	355	7	1006
5729	42	1160	1455	96	300
3887	57	405	530	5	494
1147	9	201	68	0	18
1754	1	156	173	0	107
2942	99	128	181	2	609
3259	111	744	1711	0	701
9039	420	4009	4168	222	2985
28	0	2	10	0	0
72	0	14	18	0	0
97828	424	5249	2965	105	69322
422221	126	8756	13398	80	26604
93	0	14	6	0	0
4154	206	818	1061	38	440
4878	117	728	525	2	1975
52497	848	8863	7816	310	16602
454	55	43	28	3	261
1553	7	65	132	0	42
315	0	109	0	0	0
1690	9	245	698	0	51
439212	833	11079	706	3	184282
1073	43	90	99	0	51
4844	1	924	1078	38	418
16454	317	1523	1108	30	8649
2826	30	76	12	4	590
126	0	25	39	0	0
292	0	26	28	3	60
4348	3	786	707	0	9
2155	1	428	388	0	7
50	0	10	0	0	0
540	0	154	251	0	0
4856	173	1815	2636	46	880
1172	64	489	840	16	74
20532	486	1709	883	69	20193
233389	946	19257	11376	5	149958
1475	4	16	24	0	29
327	0	38	34	0	0
15277	54	730	1128	0	1725
11394	42	3097	5710	61	844
13	0	0	0	0	0
4590	59	470	477	16	554
5543	67	725	684	19	358
31972	249	1982	1027	37	4802
398	15	38	46	2	54
989	13	102	83	2	170
30012	468	4416	2794	1	8816
21407	199	811	111	6	17878
2938	98	361	199	13	2292
2969	12	287	273	2	315
4801	72	1024	1166	46	936
39926	413	9114	10037	154	11258
2072	0	111	21	0	218
98273	1280	14824	7048	338	44236
74	2	14	2	0	2
3311	22	422	604	6	208
445	0	165	126	0	0
34080	607	2331	500	1	49514	
1723	23	248	225	3	129
41236	250	7667	12868	318	7245
1288	7	49	42	0	264
98	0	28	24	0	0
5742	381	3112	5195	92	779
9980	17	795	1123	0	321
20560	372	3858	3159	131	6233
1745	6	452	312	36	5
10866	261	5478	7356	57	1483
1900	31	480	593	5	183
21652	226	4903	8636	22	4237
14322	77	4213	4443	20	963
290	44	137	201	7	26	
333844	837	5558	1157	12	96442
30	0	3	1	1	0
1662	1	411	44	0	4
1670	48	211	261	2	173
21723	197	5721	6805	246	1488
5669	250	783	1103	2	983
134	1	22	9	0	0
1392	0	514	6	0	6
3614	46	809	1055	21	278
12973	20	2747	810	1	1296
15955	132	3105	5026	54	1263
40	8	9	12	1	1
431	0	70	93	0	0
622	25	154	136	3	54
7917	144	1226	1172	32	1386
60053	27	11630	14603	232	3966
3697	963	469	105	7	3077
4999	126	1432	1582	61	704
215	9	6	4	2	13
36053	479	3480	2708	61	32346
2090	1	149	112	9	7
64934	341	2724	1840	39	36168
996	0	186	264	0	0
28604	319	3320	2315	66	24482
5529	4	1138	2799	16	152
2678	21	637	524	3	21
12525	165	1039	632	3	7690
7999	33	1877	3393	10	340
27909	36	1508	1786	22	1083
5286	137	635	387	4	2353
80585	141	22463	34555	77	11447
2916	253	361	209	0	1015
14928	31	1125	656	11	3981
1173	0	268	299	0	4
1508	36	167	177	0	212
2569	7	372	425	2	361
630	13	180	253	9	71
5413	127	1172	1217	27	1996
34104	433	5157	4530	142	16077
2876	55	264	291	3	394
16575	996	3711	2867	37	7191
4887	17	391	546	25	230
9540	60	1636	1519	6	998
2670	0	476	351	0	34
189	1	12	1	0	0
14234	48	438	221	0	3796
322	2	53	202	2	1
19935	23	3702	4299	1	8273
7417	12	1695	756	0	0
8584	0	2886	3925	0	1970
3792	39	530	554	32	725
17657	330	1297	551	66	5860
15083	58	2303	3050	28	1855
29283	1	1842	2459	0	1487
5142	73	1460	2034	76	330
688	27	349	787	8	95
5507	0	1519	2763	1	6
1295	71	186	245	14	274
423	27	47	57	6	14
9562	3	2482	2762	10	201
1296	1	210	202	1	2
420	0	60	87	0	0
4823	42	647	641	38	239
63942	174	3983	1705	23	50870
2887	26	652	1182	18	183
5619	0	364	246	1	620
71614	349	6941	5475	5	28193
22	0	1	0	0	0
336	12	72	114	0	20
45852	7	13129	24740	46	105
491	9	12	9	0	4
3893	5	193	252	8	156
7810	500	2466	1701	210	1737
1695	5	26	7	0	151
2200	1	219	322	2	4
326	0	21	13	0	0
5328	0	949	311	0	0
67662	221	7890	7436	58	16224
12795	77	1786	1214	2	4643
102	0	15	0	0	0
6967	2	324	20	5	1
3457	8	102	81	0	508
23253	39	667	639	2	2483
676	5	53	19	0	0
955	4	113	107	1	25
85340	294	5901	7007	51	15938
12290	107	2550	2176	64	2266
27366	753	9088	9574	136	18254	
145405	94	2934	1548	13	26128
11247	67	963	1388	13	493
23407	334	3487	4311	2	2228
9340	70	2733	4705	11	508
835	78	76	101	9	220
6569	80	1015	575	0	1172
2047	10	1130	1687	4	42
3380	94	460	1138	15	56
19513	204	4671	3786	7	10615
360	0	78	2	0	0
9800	15	3107	6759	3	160
228	0	6	10	0	0
7885	343	1627	1831	3	3744
2112	59	515	532	0	384
1656	35	381	887	0	61
13210	127	718	717	44	5175
16396	175	2133	1652	76	4325
20679	201	2284	2518	42	5772
247	0	7	0	0	0
8881	76	1778	2439	0	871
165781	1382	39621	7106	802	79812
697	0	144	164	0	0
347	38	42	17	1	39
58356	250	3990	764	71	42814
22866	0	5822	3152	2	13636
1	0	0	0	0	0
18865	204	5062	4928	27	9017
73	1	19	18	1	3
3805	119	330	283	7	1064
12272	0	2254	1910	0	274
1538	13	151	172	17	112
378	0	66	108	0	0
22	0	5	0	0	0
3321	370	1173	743	54	1607
130919	533	16889	3857	190	59575
196	1	11	11	0	5
43933	550	6565	5441	1	42408
4033	4	202	312	3	48
1743	9	586	697	34	76
78467	442	9055	7157	517	22127
2932	22	129	199	2	514
1728	83	777	1874	37	119
22496	777	8122	6670	68	9447
403	26	54	57	0	132
